wordform;lemma_gold;lemma_pymorphy;match;pos_gold;pos_pymorphy;match;tag_gold;tag_pymorphy;tag_original;match;nom;nom_match;gen;gen_match;dat;dat_match;acc;acc_match;ins;ins_match;loc;loc_match;gen2;gen2_match;loc2;loc2_match;voc;voc2_match;sg;sg_match;pl;pl_match;f;f_match;m;m_match;n;n_match;m-f;mf_match;anim;anim_match;inan;inan_match;a1m;a1m_match;distort;dist_match;anum;anum_match;abbr;abbr_match;indic;indic_match;imper;imper_match;inf;inf_match;ger;ger_match;praes;praes_match;praet;praet_match;1p;1p_match;2p;2p_match;3p;3p_match;pf;pf_match;ipf;ipf_match;inf;inf_match;act;act_match;pass;pass_match;tran;tran_match;intr;intr_match;brev;brev_match;plen;pren_match;supr;supr_match;comp;comp_match
благодаря;благодаря;благодаря;1;PR;PR;1;PR;PR;PREP;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
тому;то;тот;0;S-PRO;A-PRO;0;S-PRO,n,sg,dat;A,plen,A-PRO,Subx,Anph,m,sg,dat;ADJF,Apro,Subx,Anph masc,sing,datv;0;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1
что;что;что;1;CONJ;CONJ;1;CONJ;CONJ;CONJ;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
главным;главный;главное;0;A;S;0;A,m,sg,ins,plen;S,inan,n,sg,ins;NOUN,inan,neut sing,ablt;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;0;1
бухгалтером;бухгалтер;бухгалтер;1;S;S;1;S,m,anim,sg,ins;S,anim,m,sg,ins;NOUN,anim,masc sing,ablt;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
числится;числиться;числиться;1;V;V;1;V,ipf,intr,med,sg,praes,3p,indic;V,ipf,intr,sg,3p,praes,indic;VERB,impf,intr sing,3per,pres,indc;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
Валентина;Валентина;валентин;0;S;S;1;S,persn,f,anim,sg,nom;S,anim,m,persn,sg,gen;NOUN,anim,masc,Name sing,gent;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Солодкова;Солодкова;солодковый;0;S;A;0;S,famn,f,anim,sg,nom;A,brev,f,sg;ADJS,Qual femn,sing;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;1;0;1
тёща;теща;тёща;0;S;S;1;S,f,anim,sg,nom;S,anim,f,sg,nom;NOUN,anim,femn sing,nomn;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
мэра;мэр;мэр;1;S;S;1;S,m,anim,sg,gen;S,anim,m,sg,gen;NOUN,anim,masc sing,gent;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Согласно;согласно;согласно;1;PR;PR;1;PR;PR;PREP;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
договорам;договор;договор;1;S;S;1;S,m,inan,pl,dat;S,inan,m,pl,dat;NOUN,inan,masc plur,datv;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
фонд;фонд;фонд;1;S;S;1;S,m,inan,sg,nom;S,inan,m,sg,nom;NOUN,inan,masc sing,nomn;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
передаёт;передавать;передавать;1;V;V;1;V,ipf,tran,act,sg,praes,3p,indic;V,ipf,tran,sg,3p,praes,indic;VERB,impf,tran sing,3per,pres,indc;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;0;0;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA
предпринимателям;предприниматель;предприниматель;1;S;S;1;S,m,anim,pl,dat;S,anim,m,pl,dat;NOUN,anim,masc plur,datv;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
в;в;в;1;PR;PR;1;PR;PR;PREP;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
аренду;аренда;аренда;1;S;S;1;S,f,inan,sg,acc;S,inan,f,sg,acc;NOUN,inan,femn sing,accs;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
определённые;определенный;определённый;0;A;A;1;A,pl,acc,inan,plen;A,plen,pl,nom;ADJF,Qual plur,nomn;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;1;0;1;0;1
площади;площадь;площадь;1;S;S;1;S,f,inan,pl,acc;S,inan,f,sg,loc;NOUN,inan,femn sing,loct;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
без;без;без;1;PR;PR;1;PR;PR;PREP;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
указания;указание;указание;1;S;S;1;S,n,inan,sg,gen;S,inan,n,sg,gen;NOUN,inan,neut sing,gent;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
торговых;торговый;торговый;1;A;A;1;A,pl,gen,plen;A,plen,pl,gen;ADJF plur,gent;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;1;0;1;0;1
мест;место;место;1;S;S;1;S,n,inan,pl,gen;S,inan,n,pl,gen;NOUN,inan,neut plur,gent;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
В;в;в;1;PR;PR;1;PR;PR;PREP;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
среднем;среднее;среднее;1;S;S;1;S,n,inan,sg,loc;S,inan,n,sg,loc;NOUN,inan,neut sing,loct;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
она;она;она;1;S-PRO;S-PRO;1;S-PRO,f,sg,3p,nom;S-PRO,f,3p,Anph,sg,nom;NPRO,femn,3per,Anph sing,nomn;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
теперь;теперь;теперь;1;ADV-PRO;ADV;0;ADV-PRO;ADV;ADVB;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
составляет;составлять;составлять;1;V;V;1;V,ipf,tran,sg,act,praes,3p,indic;V,ipf,tran,sg,3p,praes,indic;VERB,impf,tran sing,3per,pres,indc;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;0;0;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA
2150;2150;2150;1;NUM;NUM;1;NUM,ciph;NUM,ciph;NUMB,intg;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
рублей;рубль;рубль;1;S;S;1;S,m,inan,pl,gen;S,inan,m,pl,gen;NOUN,inan,masc plur,gent;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
за;за;за;1;PR;PR;1;PR;PR;PREP;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
торговое;торговый;торговый;1;A;A;1;A,n,sg,acc,inan,plen;A,plen,n,sg,nom;ADJF neut,sing,nomn;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;1;0;1;0;1
место;место;место;1;S;S;1;S,n,inan,sg,acc;S,inan,n,sg,acc;NOUN,inan,neut sing,accs;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Схема;схема;схема;1;S;S;1;S,f,inan,sg,nom;S,inan,f,sg,nom;NOUN,inan,femn sing,nomn;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
описанная;описать;описать;1;V;V;1;V,pf,tran,partcp,f,sg,nom,pass,praet,plen;V,partcp,plen,pf,tran,praet,pass,f,sg,nom;PRTF,perf,tran,past,pssv femn,sing,nomn;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;1;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA
в;в;в;1;PR;PR;1;PR;PR;PREP;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
данной;данный;дать;0;A-PRO;V;0;A-PRO,f,sg,loc;V,partcp,plen,pf,tran,praet,pass,f,sg,gen;PRTF,perf,tran,past,pssv femn,sing,gent;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1
статье;статья;статья;1;S;S;1;S,f,inan,sg,loc;S,inan,f,sg,loc;NOUN,inan,femn sing,loct;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
могла;мочь;мочь;1;V;V;1;V,ipf,intr,act,f,sg,praet,indic;V,ipf,intr,f,sg,praet,indic;VERB,impf,intr femn,sing,past,indc;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;1;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
бы;бы;бы;1;PART;PART;1;PART;PART;PRCL;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
послужить;послужить;послужить;1;V;V;1;V,pf,intr,act,inf;V,inf,pf,intr;INFN,perf,intr;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
некоторым;некоторый;некоторые;0;A-PRO;S-PRO;0;A-PRO,pl,dat;S-PRO,pl,dat;NPRO plur,datv;0;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
предпринимателям;предприниматель;предприниматель;1;S;S;1;S,m,anim,pl,dat;S,anim,m,pl,dat;NOUN,anim,masc plur,datv;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
образцом;образец;образец;1;S;S;1;S,m,inan,sg,ins;S,inan,m,sg,ins;NOUN,inan,masc sing,ablt;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
не;не;не;1;PART;PART;1;PART;PART;PRCL;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
только;только;только;1;CONJ;PART;0;CONJ;PART;PRCL;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ухода;уход;уход;1;S;S;1;S,m,inan,sg,gen;S,inan,m,sg,gen;NOUN,inan,masc sing,gent;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
от;от;от;1;PR;PR;1;PR;PR;PREP;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
налогов;налог;налог;1;S;S;1;S,m,inan,pl,gen;S,inan,m,pl,gen;NOUN,inan,masc plur,gent;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
